2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continua)
Seção,Divisão,Grupo,Classe,Denominação
A,,,,"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA"
,01,,,"AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS"
,,01.1,,Produção de lavouras temporárias
,,,01.11-3,Cultivo de cereais
,,,01.12-1,Cultivo de algodão herbáceo e de outras fibras de lavoura temporária
,,,01.13-0,Cultivo de cana-de-açúcar
,,,01.14-8,Cultivo de fumo
,,,01.15-6,Cultivo de soja
,,,01.16-4,"Cultivo de oleaginosas de lavoura temporária, exceto soja"
,,,01.19-9,Cultivo de plantas de lavoura temporária não especificadas anteriormente
,,01.2,,Horticultura e floricultura
,,,01.21-1,Horticultura
,,,01.22-9,Cultivo de flores e plantas ornamentais
,,01.3,,Produção de lavouras permanentes
,,,01.31-8,Cultivo de laranja
,,,01.32-6,Cultivo de uva
,,,01.33-4,"Cultivo de frutas de lavoura permanente, exceto laranja e uva"
,,,01.34-2,Cultivo de café
,,,01.35-1,Cultivo de cacau
,,,01.39-3,Cultivo de plantas de lavoura permanente não especificadas anteriormente
,,01.4,,Produção de sementes e mudas certificadas
,,,01.41-5,Produção de sementes certificadas
,,,01.42-3,"Produção de mudas e outras formas de propagação vegetal, certificadas"
,,01.5,,Pecuária
,,,01.51-2,Criação de bovinos
,,,01.52-1,Criação de outros animais de grande porte
,,,01.53-9,Criação de caprinos e ovinos
,,,01.54-7,Criação de suínos
,,,01.55-5,Criação de aves
,,,01.59-8,Criação de animais não especificados anteriormente
,,01.6,,Atividades de apoio à agricultura e à pecuária; atividades de pós-colheita
,,,01.61-0,Atividades de apoio à agricultura
,,,01.62-8,Atividades de apoio à pecuária
,,,01.63-6,Atividades de pós-colheita
,,01.7,,Caça e serviços relacionados
,,,01.70-9,Caça e serviços relacionados
,02,,,PRODUÇÃO FLORESTAL
,,02.1,,Produção florestal - florestas plantadas
,,,02.10-1,Produção florestal - florestas plantadas
,,02.2,,Produção florestal - florestas nativas
,,,02.20-9,Produção florestal - florestas nativas
,,02.3,,Atividades de apoio à produção florestal
,,,02.30-6,Atividades de apoio à produção florestal
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,03,,,PESCA E AQÜICULTURA
,,03.1,,Pesca
,,,03.11-6,Pesca em água salgada
,,,03.12-4,Pesca em água doce
,,03.2,,Aqüicultura
,,,03.21-3,Aqüicultura em água salgada e salobra
,,,03.22-1,Aqüicultura em água doce
B,,,,INDÚSTRIAS EXTRATIVAS
,05,,,EXTRAÇÃO DE CARVÃO MINERAL
,,05.0,,Extração de carvão mineral
,,,05.00-3,Extração de carvão mineral
,06,,,EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL
,,06.0,,Extração de petróleo e gás natural
,,,06.00-0,Extração de petróleo e gás natural
,07,,,EXTRAÇÃO DE MINERAIS METÁLICOS
,,07.1,,Extração de minério de ferro
,,,07.10-3,Extração de minério de ferro
,,07.2,,Extração de minerais metálicos não-ferrosos
,,,07.21-9,Extração de minério de alumínio
,,,07.22-7,Extração de minério de estanho
,,,07.23-5,Extração de minério de manganês
,,,07.24-3,Extração de minério de metais preciosos
,,,07.25-1,Extração de minerais radioativos
,,,07.29-4,Extração de minerais metálicos não-ferrosos não especificados anteriormente
,08,,,EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS
,,08.1,,"Extração de pedra, areia e argila"
,,,08.10-0,"Extração de pedra, areia e argila"
,,08.9,,Extração de outros minerais não-metálicos
,,,08.91-6,"Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos"
,,,08.92-4,Extração e refino de sal marinho e sal-gema
,,,08.93-2,Extração de gemas (pedras preciosas e semipreciosas)
,,,08.99-1,Extração de minerais não-metálicos não especificados anteriormente
,09,,,ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS
,,09.1,,Atividades de apoio à extração de petróleo e gás natural
,,,09.10-6,Atividades de apoio à extração de petróleo e gás natural
,,09.9,,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
,,,09.90-4,"Atividades de apoio à extração de minerais, exceto petróleo e gás natural"
C,,,,INDÚSTRIAS DE TRANSFORMAÇÃO
,10,,,FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
,,10.1,,Abate e fabricação de produtos de carne
,,,10.11-2,"Abate de reses, exceto suínos"
,,,10.12-1,"Abate de suínos, aves e outros pequenos animais"
,,,10.13-9,Fabricação de produtos de carne
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,10.2,,Preservação do pescado e fabricação de produtos do pescado
,,,10.20-1,Preservação do pescado e fabricação de produtos do pescado
,,10.3,,"Fabricação de conservas de frutas, legumes e outros vegetais"
,,,10.31-7,Fabricação de conservas de frutas
,,,10.32-5,Fabricação de conservas de legumes e outros vegetais
,,,10.33-3,"Fabricação de sucos de frutas, hortaliças e legumes"
,,10.4,,Fabricação de óleos e gorduras vegetais e animais
,,,10.41-4,"Fabricação de óleos vegetais em bruto, exceto óleo de milho"
,,,10.42-2,"Fabricação de óleos vegetais refinados, exceto óleo de milho"
,,,10.43-1,Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais
,,10.5,,Laticínios
,,,10.51-1,Preparação do leite
,,,10.52-0,Fabricação de laticínios
,,,10.53-8,Fabricação de sorvetes e outros gelados comestíveis
,,10.6,,"Moagem, fabricação de produtos amiláceos e de alimentos para animais"
,,,10.61-9,Beneficiamento de arroz e fabricação de produtos do arroz
,,,10.62-7,Moagem de trigo e fabricação de derivados
,,,10.63-5,Fabricação de farinha de mandioca e derivados
,,,10.64-3,"Fabricação de farinha de milho e derivados, exceto óleos de milho"
,,,10.65-1,Fabricação de amidos e féculas de vegetais e de óleos de milho
,,,10.66-0,Fabricação de alimentos para animais
,,,10.69-4,Moagem e fabricação de produtos de origem vegetal não especificados anteriormente
,,10.7,,Fabricação e refino de açúcar
,,,10.71-6,Fabricação de açúcar em bruto
,,,10.72-4,Fabricação de açúcar refinado
,,10.8,,Torrefação e moagem de café
,,,10.81-3,Torrefação e moagem de café
,,,10.82-1,Fabricação de produtos à base de café
,,10.9,,Fabricação de outros produtos alimentícios
,,,10.91-1,Fabricação de produtos de panificação
,,,10.92-9,Fabricação de biscoitos e bolachas
,,,10.93-7,"Fabricação de produtos derivados do cacau, de chocolates e confeitos"
,,,10.94-5,Fabricação de massas alimentícias
,,,10.95-3,"Fabricação de especiarias, molhos, temperos e condimentos"
,,,10.96-1,Fabricação de alimentos e pratos prontos
,,,10.99-6,Fabricação de produtos alimentícios não especificados anteriormente
,11,,,FABRICAÇÃO DE BEBIDAS
,,11.1,,Fabricação de bebidas alcoólicas
,,,11.11-9,Fabricação de aguardentes e outras bebidas destiladas
,,,11.12-7,Fabricação de vinho
,,,11.13-5,"Fabricação de malte, cervejas e chopes"
,,11.2,,Fabricação de bebidas não-alcoólicas
,,,11.21-6,Fabricação de águas envasadas
,,,11.22-4,Fabricação de refrigerantes e de outras bebidas não-alcoólicas
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,12,,,FABRICAÇÃO DE PRODUTOS DO FUMO
,,12.1,,Processamento industrial do fumo
,,,12.10-7,Processamento industrial do fumo
,,12.2,,Fabricação de produtos do fumo
,,,12.20-4,Fabricação de produtos do fumo
,13,,,FABRICAÇÃO DE PRODUTOS TÊXTEIS
,,13.1,,Preparação e fiação de fibras têxteis
,,,13.11-1,Preparação e fiação de fibras de algodão
,,,13.12-0,"Preparação e fiação de fibras têxteis naturais, exceto algodão"
,,,13.13-8,Fiação de fibras artificiais e sintéticas
,,,13.14-6,Fabricação de linhas para costurar e bordar
,,13.2,,"Tecelagem, exceto malha"
,,,13.21-9,Tecelagem de fios de algodão
,,,13.22-7,"Tecelagem de fios de fibras têxteis naturais, exceto algodão"
,,,13.23-5,Tecelagem de fios de fibras artificiais e sintéticas
,,13.3,,Fabricação de tecidos de malha
,,,13.30-8,Fabricação de tecidos de malha
,,13.4,,"Acabamentos em fios, tecidos e artefatos têxteis"
,,,13.40-5,"Acabamentos em fios, tecidos e artefatos têxteis"
,,13.5,,"Fabricação de artefatos têxteis, exceto vestuário"
,,,13.51-1,Fabricação de artefatos têxteis para uso doméstico
,,,13.52-9,Fabricação de artefatos de tapeçaria
,,,13.53-7,Fabricação de artefatos de cordoaria
,,,13.54-5,"Fabricação de tecidos especiais, inclusive artefatos"
,,,13.59-6,Fabricação de outros produtos têxteis não especificados anteriormente
,14,,,CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
,,14.1,,Confecção de artigos do vestuário e acessórios
,,,14.11-8,Confecção de roupas íntimas
,,,14.12-6,"Confecção de peças do vestuário, exceto roupas íntimas"
,,,14.13-4,Confecção de roupas profissionais
,,,14.14-2,"Fabricação de acessórios do vestuário, exceto para segurança e proteção"
,,14.2,,Fabricação de artigos de malharia e tricotagem
,,,14.21-5,Fabricação de meias
,,,14.22-3,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias"
,15,,,"PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS"
,,15.1,,Curtimento e outras preparações de couro
,,,15.10-6,Curtimento e outras preparações de couro
,,15.2,,Fabricação de artigos para viagem e de artefatos diversos de couro
,,,15.21-1,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material"
,,,15.29-7,Fabricação de artefatos de couro não especificados anteriormente
,,15.3,,Fabricação de calçados
,,,15.31-9,Fabricação de calçados de couro
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,,15.32-7,Fabricação de tênis de qualquer material
,,,15.33-5,Fabricação de calçados de material sintético
,,,15.39-4,Fabricação de calçados de materiais não especificados anteriormente
,,15.4,,"Fabricação de partes para calçados, de qualquer material"
,,,15.40-8,"Fabricação de partes para calçados, de qualquer material"
,16,,,FABRICAÇÃO DE PRODUTOS DE MADEIRA
,,16.1,,Desdobramento de madeira
,,,16.10-2,Desdobramento de madeira
,,16.2,,"Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis"
,,,16.21-8,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada"
,,,16.22-6,"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção"
,,,16.23-4,Fabricação de artefatos de tanoaria e de embalagens de madeira
,,,16.29-3,"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis"
,17,,,"FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL"
,,17.1,,Fabricação de celulose e outras pastas para a fabricação de papel
,,,17.10-9,Fabricação de celulose e outras pastas para a fabricação de papel
,,17.2,,"Fabricação de papel, cartolina e papel-cartão"
,,,17.21-4,Fabricação de papel
,,,17.22-2,Fabricação de cartolina e papel-cartão
,,17.3,,"Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado"
,,,17.31-1,Fabricação de embalagens de papel
,,,17.32-0,Fabricação de embalagens de cartolina e papel-cartão
,,,17.33-8,Fabricação de chapas e de embalagens de papelão ondulado
,,17.4,,"Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado"
,,,17.41-9,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório"
,,,17.42-7,Fabricação de produtos de papel para usos doméstico e higiênico-sanitário
,,,17.49-4,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente"
,18,,,IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES
,,18.1,,Atividade de impressão
,,,18.11-3,"Impressão de jornais, livros, revistas e outras publicações periódicas"
,,,18.12-1,Impressão de material de segurança
,,,18.13-0,Impressão de materiais para outros usos
,,18.2,,Serviços de pré-impressão e acabamentos gráficos
,,,18.21-1,Serviços de pré-impressão
,,,18.22-9,Serviços de acabamentos gráficos
,,18.3,,Reprodução de materiais gravados em qualquer suporte
,,,18.30-0,Reprodução de materiais gravados em qualquer suporte
,19,,,"FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS"
,,19.1,,Coquerias
,,,19.10-1,Coquerias
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,19.2,,Fabricação de produtos derivados do petróleo
,,,19.21-7,Fabricação de produtos do refino de petróleo
,,,19.22-5,"Fabricação de produtos derivados do petróleo, exceto produtos do refino"
,,19.3,,Fabricação de biocombustíveis
,,,19.31-4,Fabricação de álcool
,,,19.32-2,"Fabricação de biocombustíveis, exceto álcool"
,20,,,FABRICAÇÃO DE PRODUTOS QUÍMICOS
,,20.1,,Fabricação de produtos químicos inorgânicos
,,,20.11-8,Fabricação de cloro e álcalis
,,,20.12-6,Fabricação de intermediários para fertilizantes
,,,20.13-4,Fabricação de adubos e fertilizantes
,,,20.14-2,Fabricação de gases industriais
,,,20.19-3,Fabricação de produtos químicos inorgânicos não especificados anteriormente
,,20.2,,Fabricação de produtos químicos orgânicos
,,,20.21-5,Fabricação de produtos petroquímicos básicos
,,,20.22-3,"Fabricação de intermediários para plastificantes, resinas e fibras"
,,,20.29-1,Fabricação de produtos químicos orgânicos não especificados anteriormente
,,20.3,,Fabricação de resinas e elastômeros
,,,20.31-2,Fabricação de resinas termoplásticas
,,,20.32-1,Fabricação de resinas termofixas
,,,20.33-9,Fabricação de elastômeros
,,20.4,,Fabricação de fibras artificiais e sintéticas
,,,20.40-1,Fabricação de fibras artificiais e sintéticas
,,20.5,,Fabricação de defensivos agrícolas e desinfestantes domissanitários
,,,20.51-7,Fabricação de defensivos agrícolas
,,,20.52-5,Fabricação de desinfestantes domissanitários
,,20.6,,"Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal"
,,,20.61-4,Fabricação de sabões e detergentes sintéticos
,,,20.62-2,Fabricação de produtos de limpeza e polimento
,,,20.63-1,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal"
,,20.7,,"Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins"
,,,20.71-1,"Fabricação de tintas, vernizes, esmaltes e lacas"
,,,20.72-0,Fabricação de tintas de impressão
,,,20.73-8,"Fabricação de impermeabilizantes, solventes e produtos afins"
,,20.9,,Fabricação de produtos e preparados químicos diversos
,,,20.91-6,Fabricação de adesivos e selantes
,,,20.92-4,Fabricação de explosivos
,,,20.93-2,Fabricação de aditivos de uso industrial
,,,20.94-1,Fabricação de catalisadores
,,,20.99-1,Fabricação de produtos químicos não especificados anteriormente
,21,,,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS
,,21.1,,Fabricação de produtos farmoquímicos
,,,21.10-6,Fabricação de produtos farmoquímicos
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,21.2,,Fabricação de produtos farmacêuticos
,,,21.21-1,Fabricação de medicamentos para uso humano
,,,21.22-0,Fabricação de medicamentos para uso veterinário
,,,21.23-8,Fabricação de preparações farmacêuticas
,22,,,FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
,,22.1,,Fabricação de produtos de borracha
,,,22.11-1,Fabricação de pneumáticos e de câmaras-de-ar
,,,22.12-9,Reforma de pneumáticos usados
,,,22.19-6,Fabricação de artefatos de borracha não especificados anteriormente
,,22.2,,Fabricação de produtos de material plástico
,,,22.21-8,Fabricação de laminados planos e tubulares de material plástico
,,,22.22-6,Fabricação de embalagens de material plástico
,,,22.23-4,Fabricação de tubos e acessórios de material plástico para uso na construção
,,,22.29-3,Fabricação de artefatos de material plástico não especificados anteriormente
,23,,,FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
,,23.1,,Fabricação de vidro e de produtos do vidro
,,,23.11-7,Fabricação de vidro plano e de segurança
,,,23.12-5,Fabricação de embalagens de vidro
,,,23.19-2,Fabricação de artigos de vidro
,,23.2,,Fabricação de cimento
,,,23.20-6,Fabricação de cimento
,,23.3,,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
,,,23.30-3,"Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes"
,,23.4,,Fabricação de produtos cerâmicos
,,,23.41-9,Fabricação de produtos cerâmicos refratários
,,,23.42-7,Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção
,,,23.49-4,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
,,23.9,,Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos
,,,23.91-5,Aparelhamento e outros trabalhos em pedras
,,,23.92-3,Fabricação de cal e gesso
,,,23.99-1,Fabricação de produtos de minerais não-metálicos não especificados anteriormente
,24,,,METALURGIA
,,24.1,,Produção de ferro-gusa e de ferroligas
,,,24.11-3,Produção de ferro-gusa
,,,24.12-1,Produção de ferroligas
,,24.2,,Siderurgia
,,,24.21-1,Produção de semi-acabados de aço
,,,24.22-9,Produção de laminados planos de aço
,,,24.23-7,Produção de laminados longos de aço
,,,24.24-5,"Produção de relaminados, trefilados e perfilados de aço"
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,24.3,,"Produção de tubos de aço, exceto tubos sem costura"
,,,24.31-8,Produção de tubos de aço com costura
,,,24.39-3,Produção de outros tubos de ferro e aço
,,24.4,,Metalurgia dos metais não-ferrosos
,,,24.41-5,Metalurgia do alumínio e suas ligas
,,,24.42-3,Metalurgia dos metais preciosos
,,,24.43-1,Metalurgia do cobre
,,,24.49-1,Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente
,,24.5,,Fundição
,,,24.51-2,Fundição de ferro e aço
,,,24.52-1,Fundição de metais não-ferrosos e suas ligas
,25,,,"FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS"
,,25.1,,Fabricação de estruturas metálicas e obras de caldeiraria pesada
,,,25.11-0,Fabricação de estruturas metálicas
,,,25.12-8,Fabricação de esquadrias de metal
,,,25.13-6,Fabricação de obras de caldeiraria pesada
,,25.2,,"Fabricação de tanques, reservatórios metálicos e caldeiras"
,,,25.21-7,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
,,,25.22-5,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
,,25.3,,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
,,,25.31-4,Produção de forjados de aço e de metais não-ferrosos e suas ligas
,,,25.32-2,Produção de artefatos estampados de metal; metalurgia do pó
,,,25.39-0,"Serviços de usinagem, solda, tratamento e revestimento em metais"
,,25.4,,"Fabricação de artigos de cutelaria, de serralheria e ferramentas"
,,,25.41-1,Fabricação de artigos de cutelaria
,,,25.42-0,"Fabricação de artigos de serralheria, exceto esquadrias"
,,,25.43-8,Fabricação de ferramentas
,,25.5,,"Fabricação de equipamento bélico pesado, armas de fogo e munições"
,,,25.50-1,"Fabricação de equipamento bélico pesado, armas de fogo e munições"
,,25.9,,Fabricação de produtos de metal não especificados anteriormente
,,,25.91-8,Fabricação de embalagens metálicas
,,,25.92-6,Fabricação de produtos de trefilados de metal
,,,25.93-4,Fabricação de artigos de metal para uso doméstico e pessoal
,,,25.99-3,Fabricação de produtos de metal não especificados anteriormente
,26,,,"FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS"
,,26.1,,Fabricação de componentes eletrônicos
,,,26.10-8,Fabricação de componentes eletrônicos
,,26.2,,Fabricação de equipamentos de informática e periféricos
,,,26.21-3,Fabricação de equipamentos de informática
,,,26.22-1,Fabricação de periféricos para equipamentos de informática
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,26.3,,Fabricação de equipamentos de comunicação
,,,26.31-1,Fabricação de equipamentos transmissores de comunicação
,,,26.32-9,Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação
,,26.4,,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
,,,26.40-0,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
,,26.5,,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios"
,,,26.51-5,"Fabricação de aparelhos e equipamentos de medida, teste e controle"
,,,26.52-3,Fabricação de cronômetros e relógios
,,26.6,,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
,,,26.60-4,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação
,,26.7,,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
,,,26.70-1,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
,,26.8,,"Fabricação de mídias virgens, magnéticas e ópticas"
,,,26.80-9,"Fabricação de mídias virgens, magnéticas e ópticas"
,27,,,"FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS"
,,27.1,,"Fabricação de geradores, transformadores e motores elétricos"
,,,27.10-4,"Fabricação de geradores, transformadores e motores elétricos"
,,27.2,,"Fabricação de pilhas, baterias e acumuladores elétricos"
,,,27.21-0,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
,,,27.22-8,Fabricação de baterias e acumuladores para veículos automotores
,,27.3,,Fabricação de equipamentos para distribuição e controle de energia elétrica
,,,27.31-7,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica
,,,27.32-5,Fabricação de material elétrico para instalações em circuito de consumo
,,,27.33-3,"Fabricação de fios, cabos e condutores elétricos isolados"
,,27.4,,Fabricação de lâmpadas e outros equipamentos de iluminação
,,,27.40-6,Fabricação de lâmpadas e outros equipamentos de iluminação
,,27.5,,Fabricação de eletrodomésticos
,,,27.51-1,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico"
,,,27.59-7,Fabricação de aparelhos eletrodomésticos não especificados anteriormente
,,27.9,,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente
,,,27.90-2,Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente
,28,,,FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
,,28.1,,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
,,,28.11-9,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários"
2.2 - Estrutura detalhada da CNAE 2.0: Códigos e denominações,,,,
,,,,(continuação)
Seção,Divisão,Grupo,Classe,Denominação
,,,28.12-7,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas"
,,,28.13-5,"Fabricação de válvulas, registros e dispositivos semelhantes"
,,,28.14-3,Fabricação de compressores
,,,28.15-1,Fabricação de equipamentos de transmissão para fins industriais
,,28.2,,Fabricação de máquinas e equipamentos de uso geral
